genes	hgnc_synonyms	hgnc_genes	phenotype	phenotypeInheritance	geneMimNumber	phenotypeMimNumber	chromosome	comments
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Jackson-Weiss syndrome	Autosomal dominant	176943	123150	10	NA
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Scaphocephaly, maxillary retrusion, and mental retardation	None	176943	609579	10	NA
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Beare-Stevenson cutis gyrata syndrome	Autosomal dominant	176943	123790	10	NA
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Gastric cancer, somatic	None	176943	613659	10	NA
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Scaphocephaly and Axenfeld-Rieger anomaly	None	176943	NA	10	NA
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Apert syndrome	Autosomal dominant	176943	101200	10	NA
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Crouzon syndrome	Autosomal dominant	176943	123500	10	NA
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Saethre-Chotzen syndrome	Autosomal dominant	176943	101400	10	NA
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis	Autosomal recessive	176943	207410	10	NA
FGFR2|BEK|CFD1|JWS|TK14|BBDS	FGFR2|FGFR2|FGFR2,NUBP2|FGFR2|FGFR2|NA	NUBP2,FGFR2	Craniosynostosis, nonspecific	None	176943	NA	10	NA
LOC387715|ARMD8	ARMS2|ARMS2	ARMS2	Macular degeneration, age-related, 8	None	611313	613778	10	NA
HTRA1|PRSS11|ARMD7|CARASIL|CADASIL2	HTRA1|HTRA1|HTRA1|NA|NA	HTRA1	Macular degeneration, age-related, neovascular type	None	602194	610149	10	NA
HTRA1|PRSS11|ARMD7|CARASIL|CADASIL2	HTRA1|HTRA1|HTRA1|NA|NA	HTRA1	Macular degeneration, age-related, 7	None	602194	610149	10	NA
HTRA1|PRSS11|ARMD7|CARASIL|CADASIL2	HTRA1|HTRA1|HTRA1|NA|NA	HTRA1	Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2	Autosomal dominant	602194	616779	10	NA
HTRA1|PRSS11|ARMD7|CARASIL|CADASIL2	HTRA1|HTRA1|HTRA1|NA|NA	HTRA1	CARASIL syndrome	Autosomal recessive	602194	600142	10	NA
ACADSB|SBCAD	ACADSB|ACADSB	ACADSB	2-methylbutyrylglycinuria	Autosomal recessive	600301	610006	10	NA
OAT|GACR	OAT|NA	OAT	Gyrate atrophy of choroid and retina with or without ornithinemia	Autosomal recessive	613349	258870	10	pseudogene at Xp11.2
MMP21|HTX7	MMP21,MMP23A|NA	MMP21,MMP23A	Heterotaxy, visceral, 7, autosomal	Autosomal recessive	608416	616749	10	NA
UROS	UROS	UROS	Porphyria, congenital erythropoietic	Autosomal recessive	606938	263700	10	NA
ECHS1|SCEH|ECHS1D	ECHS1|ECHS1|NA	ECHS1	Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency	Autosomal recessive	602292	616277	10	NA
SYCE1|POF12	SYCE1|NA	SYCE1	?Premature ovarian failure 12	None	611486	616947	10	mutation identified in 1 POF12 family
GINGF4|HGF4|GGF4	GINGF4|NA|NA	GINGF4	Fibromatosis, gingival, 4	None	611010	611010	11	between D11S1984 and D11S1338
ICR1	ICR1	ICR1	Beckwith-Wiedemann syndrome	Autosomal dominant	616186	130650	11	NA
NNO1	NNO1	NNO1	Nanophthalmos-1	Autosomal dominant	600165	600165	11	NA
SLEN3	SLEN3	SLEN3	Systemic lupus erythematosus with nephritis, susceptibility to, 3	None	607967	607967	11	NA
IFITM5|OI5	IFITM5|NA	IFITM5	Osteogenesis imperfecta, type V	Autosomal dominant	614757	610967	11	NA
IFITM3	IFITM3	IFITM3	Influenza, severe, susceptibility to	None	605579	614680	11	NA
HRAS	HRAS	HRAS	Nevus sebaceous or woolly hair nevus, somatic	None	190020	162900	11	pseudogene HRASP on X
HRAS	HRAS	HRAS	Bladder cancer, somatic	None	190020	109800	11	pseudogene HRASP on X
HRAS	HRAS	HRAS	Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic	None	190020	163200	11	pseudogene HRASP on X
HRAS	HRAS	HRAS	Costello syndrome	Autosomal dominant; Isolated cases	190020	218040	11	pseudogene HRASP on X
HRAS	HRAS	HRAS	Thyroid carcinoma, follicular, somatic	None	190020	188470	11	pseudogene HRASP on X
HRAS	HRAS	HRAS	Congenital myopathy with excess of muscle spindles	Autosomal dominant; Isolated cases	190020	218040	11	pseudogene HRASP on X
HRAS	HRAS	HRAS	Spitz nevus or nevus spilus, somatic	None	190020	137550	11	pseudogene HRASP on X
IRF7|IRF7A|IRF7B|IRF7C|IRF7H|IMD39	IRF7|NA|NA|NA|NA|NA	IRF7	?Immunodeficiency 39	Autosomal recessive	605047	616345	11	mutation identified in 1 family
DRD4	DRD4	DRD4	Attention deficit-hyperactivity disorder	Autosomal dominant	126452	143465	11	proximal to HRAS
DRD4	DRD4	DRD4	Novelty seeking personality	?Autosomal dominant	126452	601696	11	proximal to HRAS
DRD4	DRD4	DRD4	Autonomic nervous system dysfunction	None	126452	NA	11	proximal to HRAS
DEAF1|SPN|ZMYND5|MRD24	DEAF1|DEAF1,SPN|DEAF1|NA	DEAF1,SPN	Mental retardation, autosomal dominant 24	Autosomal dominant	602635	615828	11	NA
TALDO1	TALDO1	TALDO1	Transaldolase deficiency	Autosomal recessive	602063	606003	11	pseudogene on chr.1
SLC25A22|GC1|EIEE3	SLC25A22|OLFM4,SLC25A22|SLC25A22	SLC25A22,OLFM4	Epileptic encephalopathy, early infantile, 3	Autosomal recessive	609302	609304	11	NA
PNPLA2|TTS2|ATGL	PNPLA2|NA|PNPLA2	PNPLA2	Neutral lipid storage disease with myopathy	Autosomal recessive	609059	610717	11	NA
CD151|PETA3|SFA1|MER2	CD151|NA|NA|NA	CD151	Blood group, Raph	None	602243	179620	11	NA
CD151|PETA3|SFA1|MER2	CD151|NA|NA|NA	CD151	Nephropathy with pretibial epidermolysis bullosa and deafness	None	602243	609057	11	NA
MUC5B	MUC5B	MUC5B	Pulmonary fibrosis, idiopathic, susceptibility to	Autosomal dominant	600770	178500	11	NA
CTSD|CPSD|CLN10	CTSD|CTSD|CTSD	CTSD	Ceroid lipofuscinosis, neuronal, 10	Autosomal recessive	116840	610127	11	NA
TNNI2|AMCD2B|DA2B|FSSV	TNNI2|TNNI2,TNNT3|TNNI2,TNNT3|TNNI2,TNNT3	TNNT3,TNNI2	Arthrogryposis multiplex congenita, distal, type 2B	Autosomal dominant	191043	601680	11	NA
TNNT3|AMCD2B|DA2B|FSSV	TNNT3|TNNI2,TNNT3|TNNI2,TNNT3|TNNI2,TNNT3	TNNT3,TNNI2	Arthyrgryposis, distal, type 2B	Autosomal dominant	600692	601680	11	NA
H19|D11S813E|ASM1|BWS|WT2	H19|H19|H19|CDKN1C|WT2	CDKN1C,H19,WT2	Silver-Russell syndrome	Isolated cases	103280	180860	11	same 200kb fragment as IGF2
H19|D11S813E|ASM1|BWS|WT2	H19|H19|H19|CDKN1C|WT2	CDKN1C,H19,WT2	Beckwith-Wiedemann syndrome	Autosomal dominant	103280	130650	11	same 200kb fragment as IGF2
H19|D11S813E|ASM1|BWS|WT2	H19|H19|H19|CDKN1C|WT2	CDKN1C,H19,WT2	Wilms tumor 2	Somatic mutation; Autosomal dominant	103280	194071	11	same 200kb fragment as IGF2
IGF2|GRDF	IGF2|NA	IGF2	?Growth restriction, severe, with distinctive facies	X-linked recessive	147470	616489	11	mutation identified in 1 GRDF family
INS|MODY10|IDDM2	INS|NA|INS	INS	Maturity-onset diabetes of the young, type 10	Autosomal dominant	176730	613370	11	5'--INS-12.6kb-IGF2--3'; cen-HBBC-10cM-INS-2cM-HRAS1-3cM-TH
INS|MODY10|IDDM2	INS|NA|INS	INS	Hyperproinsulinemia	Autosomal dominant	176730	616214	11	5'--INS-12.6kb-IGF2--3'; cen-HBBC-10cM-INS-2cM-HRAS1-3cM-TH
INS|MODY10|IDDM2	INS|NA|INS	INS	Diabetes mellitus, permanent neonatal	Autosomal dominant	176730	606176	11	5'--INS-12.6kb-IGF2--3'; cen-HBBC-10cM-INS-2cM-HRAS1-3cM-TH
INS|MODY10|IDDM2	INS|NA|INS	INS	Diabetes mellitus, insulin-dependent, 2	Autosomal dominant	176730	125852	11	5'--INS-12.6kb-IGF2--3'; cen-HBBC-10cM-INS-2cM-HRAS1-3cM-TH
TH|TYH	TH|NA	TH	Segawa syndrome, recessive	Autosomal recessive	191290	605407	11	distal to HRAS1
CD81|TAPA1|CVID6	CD81|CD81|NA	CD81	Immunodeficiency, common variable, 6	Autosomal recessive	186845	613496	11	NA
KCNQ1|KCNA9|LQT1|KVLQT1|ATFB3|SQT2	KCNQ1|KCNQ1|KCNQ1|KCNQ1|NA|NA	KCNQ1	Jervell and Lange-Nielsen syndrome	Autosomal recessive	607542	220400	11	NA
KCNQ1|KCNA9|LQT1|KVLQT1|ATFB3|SQT2	KCNQ1|KCNQ1|KCNQ1|KCNQ1|NA|NA	KCNQ1	Atrial fibrillation, familial, 3	Autosomal dominant	607542	607554	11	NA
KCNQ1|KCNA9|LQT1|KVLQT1|ATFB3|SQT2	KCNQ1|KCNQ1|KCNQ1|KCNQ1|NA|NA	KCNQ1	Long QT syndrome 1, acquired, susceptibility to	Autosomal dominant	607542	192500	11	NA
KCNQ1|KCNA9|LQT1|KVLQT1|ATFB3|SQT2	KCNQ1|KCNQ1|KCNQ1|KCNQ1|NA|NA	KCNQ1	Short QT syndrome 2	None	607542	609621	11	NA
KCNQ1|KCNA9|LQT1|KVLQT1|ATFB3|SQT2	KCNQ1|KCNQ1|KCNQ1|KCNQ1|NA|NA	KCNQ1	Long QT syndrome 1	Autosomal dominant	607542	192500	11	NA
KCNQ1OT1|LIT1	KCNQ1OT1|KCNQ1OT1	KCNQ1OT1	Beckwith-Wiedemann syndrome	Autosomal dominant	604115	130650	11	NA
CDKN1C|KIP2|BWS|IMAGE	CDKN1C|CDKN1C,CIB2|CDKN1C|NA	CDKN1C,CIB2	IMAGE syndrome	Autosomal dominant	600856	614732	11	rare cause of BWS
CDKN1C|KIP2|BWS|IMAGE	CDKN1C|CDKN1C,CIB2|CDKN1C|NA	CDKN1C,CIB2	Beckwith-Wiedemann syndrome	Autosomal dominant	600856	130650	11	rare cause of BWS
SLC22A1L|BWSCR1A|IMPT1	SLC22A18|SLC22A18|SLC22A18	SLC22A18	Rhabdomyosarcoma, somatic	None	602631	268210	11	NA
SLC22A1L|BWSCR1A|IMPT1	SLC22A18|SLC22A18|SLC22A18	SLC22A18	Lung cancer, somatic	None	602631	211980	11	NA
SLC22A1L|BWSCR1A|IMPT1	SLC22A18|SLC22A18|SLC22A18	SLC22A18	Breast cancer, somatic	None	602631	114480	11	NA
PGAP2|FRAG1|HPMRS3|MRT17|MRT21	PGAP2|ATAD5,PGAP2|NA|MRT17|PGAP2	ATAD5,MRT17,PGAP2	Hyperphosphatasia with mental retardation syndrome 3	Autosomal recessive	615187	614207	11	NA
STIM1|TAM1|IMD10|STRMK	STIM1|NA|NA|NA	STIM1	Stormorken syndrome	Autosomal dominant	605921	185070	11	NA
STIM1|TAM1|IMD10|STRMK	STIM1|NA|NA|NA	STIM1	Myopathy, tubular aggregate, 1	Autosomal dominant	605921	160565	11	NA
STIM1|TAM1|IMD10|STRMK	STIM1|NA|NA|NA	STIM1	Immunodeficiency 10	Autosomal recessive	605921	612783	11	NA
HBB	HBB,KRT89P	KRT89P,HBB	Delta-beta thalassemia	Autosomal dominant	141900	141749	11	pseudogene HBBP1 between HBG and HBD loci
HBB	HBB,KRT89P	KRT89P,HBB	Sickle cell anemia	None	141900	603903	11	pseudogene HBBP1 between HBG and HBD loci
HBB	HBB,KRT89P	KRT89P,HBB	Methemoglobinemias, beta-	None	141900	NA	11	pseudogene HBBP1 between HBG and HBD loci
HBB	HBB,KRT89P	KRT89P,HBB	Hereditary persistence of fetal hemoglobin	Autosomal dominant	141900	141749	11	pseudogene HBBP1 between HBG and HBD loci
HBB	HBB,KRT89P	KRT89P,HBB	Malaria, resistance to	None	141900	611162	11	pseudogene HBBP1 between HBG and HBD loci
HBB	HBB,KRT89P	KRT89P,HBB	Heinz body anemias, beta-	Autosomal dominant	141900	140700	11	pseudogene HBBP1 between HBG and HBD loci
HBB	HBB,KRT89P	KRT89P,HBB	Thalassemias, beta-	None	141900	613985	11	pseudogene HBBP1 between HBG and HBD loci
HBB	HBB,KRT89P	KRT89P,HBB	Erythremias, beta-	None	141900	NA	11	pseudogene HBBP1 between HBG and HBD loci
HBB	HBB,KRT89P	KRT89P,HBB	Thalassemia-beta, dominant inclusion-body	None	141900	603902	11	pseudogene HBBP1 between HBG and HBD loci
HBD	HBB,HBD,KRT87P	KRT87P,HBD,HBB	Thalassemia, delta-	None	142000	NA	11	NA
HBD	HBB,HBD,KRT87P	KRT87P,HBD,HBB	Thalassemia due to Hb Lepore	None	142000	NA	11	NA
HBG1	HBG1	HBG1	Fetal hemoglobin quantitative trait locus 1	Autosomal dominant	142200	141749	11	NA
HBG2|TNCY	HBG2|NA	HBG2	Fetal hemoglobin quantitative trait locus 1	Autosomal dominant	142250	141749	11	NA
HBG2|TNCY	HBG2|NA	HBG2	Cyanosis, transient neonatal	Autosomal dominant	142250	613977	11	NA
SMPD1|NPD	SMPD1|NA	SMPD1	Niemann-Pick disease, type B	Autosomal recessive	607608	607616	11	NA
SMPD1|NPD	SMPD1|NA	SMPD1	Niemann-Pick disease, type A	Autosomal recessive	607608	257200	11	NA
TPP1|CLN2|SCAR7	TPP1|TPP1|TPP1	TPP1	Spinocerebellar ataxia, autosomal recessive 7	Autosomal recessive	607998	609270	11	NA
TPP1|CLN2|SCAR7	TPP1|TPP1|TPP1	TPP1	Ceroid lipofuscinosis, neuronal, 2	Autosomal recessive	607998	204500	11	NA
DCHS1|PCDH16|FIB1|CDH19|VMLDS1|MVP2	DCHS1|DCHS1|DCHS1|CDH19|NA|NA	DCHS1,CDH19	Van Maldergem syndrome 1	Autosomal recessive	603057	601390	11	NA
DCHS1|PCDH16|FIB1|CDH19|VMLDS1|MVP2	DCHS1|DCHS1|DCHS1|CDH19|NA|NA	DCHS1,CDH19	Mitral valve prolapse 2	Autosomal dominant	603057	607829	11	NA
TUB|RDOB	TUB|NA	TUB	?Retinal dystrophy and obesity	Autosomal recessive	601197	616188	11	mutation identified in 1 RDOB family
LMO1|RBTN1|RHOM1	LMO1|LMO1|LMO1	LMO1	Leukemia, T-cell acute lymphoblastic	None	186921	186921	11	NA
SBF2|MTMR13|CMT4B2	SBF2|SBF2|SBF2	SBF2	Charcot-Marie-Tooth disease, type 4B2	Autosomal recessive	607697	604563	11	NA
AMPD3	AMPD3	AMPD3	AMP deaminase deficiency, erythrocytic	None	102772	612874	11	NA
TEAD1|TCF13|REF1	TEAD1|TEAD1|APEX1,TFPI2	APEX1,TEAD1,TFPI2	Sveinsson chorioretinal atrophy	Autosomal dominant	189967	108985	11	NA
PTH	PTH	PTH	Hypoparathyroidism, autosomal recessive	Autosomal dominant	168450	146200	11	~9cM distal to CALC1; distal to MYOD
PTH	PTH	PTH	Hypoparathyroidism, autosomal dominant	Autosomal dominant	168450	146200	11	~9cM distal to CALC1; distal to MYOD
FAR1|MLSTD2|PFCRD	FAR1|FAR1|NA	FAR1	Peroxisomal fatty acyl-CoA reductase 1 disorder	Autosomal recessive	616107	616154	11	NA
RRAS2|TC21	RRAS2|RRAS2	RRAS2	Ovarian carcinoma	None	600098	NA	11	NA
CYP2R1	CYP2R1	CYP2R1	Rickets due to defect in vitamin D 25-hydroxylation	Autosomal recessive	608713	600081	11	NA
KCNJ11|BIR|PHHI|HHF2|TNDM3|MODY13	KCNJ11|KCNJ11|ABCC8|NA|NA|NA	KCNJ11,ABCC8	Diabetes mellitus, transient neonatal, 3	None	600937	610582	11	4.5kb 3' of SUR
KCNJ11|BIR|PHHI|HHF2|TNDM3|MODY13	KCNJ11|KCNJ11|ABCC8|NA|NA|NA	KCNJ11,ABCC8	Diabetes mellitus, permanent neonatal, with neurologic features	Autosomal dominant	600937	606176	11	4.5kb 3' of SUR
KCNJ11|BIR|PHHI|HHF2|TNDM3|MODY13	KCNJ11|KCNJ11|ABCC8|NA|NA|NA	KCNJ11,ABCC8	Diabetes mellitus, type 2, susceptibility to	Autosomal dominant	600937	125853	11	4.5kb 3' of SUR
KCNJ11|BIR|PHHI|HHF2|TNDM3|MODY13	KCNJ11|KCNJ11|ABCC8|NA|NA|NA	KCNJ11,ABCC8	Maturity-onset diabetes of the young, type 13	Autosomal dominant	600937	616329	11	4.5kb 3' of SUR
KCNJ11|BIR|PHHI|HHF2|TNDM3|MODY13	KCNJ11|KCNJ11|ABCC8|NA|NA|NA	KCNJ11,ABCC8	Hyperinsulinemic hypoglycemia, familial, 2	Autosomal recessive	600937	601820	11	4.5kb 3' of SUR
KCNJ11|BIR|PHHI|HHF2|TNDM3|MODY13	KCNJ11|KCNJ11|ABCC8|NA|NA|NA	KCNJ11,ABCC8	Diabetes, permanent neonatal	Autosomal dominant	600937	606176	11	4.5kb 3' of SUR
ABCC8|SUR|PHHI|SUR1|HHF1|TNDM2	ABCC8|ABCC8|ABCC8|ABCC8|ABCC8|ABCC8	ABCC8	Diabetes mellitus, noninsulin-dependent	Autosomal dominant	600509	125853	11	NA
ABCC8|SUR|PHHI|SUR1|HHF1|TNDM2	ABCC8|ABCC8|ABCC8|ABCC8|ABCC8|ABCC8	ABCC8	Hypoglycemia of infancy, leucine-sensitive	Autosomal dominant	600509	240800	11	NA
ABCC8|SUR|PHHI|SUR1|HHF1|TNDM2	ABCC8|ABCC8|ABCC8|ABCC8|ABCC8|ABCC8	ABCC8	Hyperinsulinemic hypoglycemia, familial, 1	Autosomal dominant; Autosomal recessive	600509	256450	11	NA
ABCC8|SUR|PHHI|SUR1|HHF1|TNDM2	ABCC8|ABCC8|ABCC8|ABCC8|ABCC8|ABCC8	ABCC8	Diabetes mellitus, transient neonatal 2	None	600509	610374	11	NA
ABCC8|SUR|PHHI|SUR1|HHF1|TNDM2	ABCC8|ABCC8|ABCC8|ABCC8|ABCC8|ABCC8	ABCC8	Diabetes mellitus, permanent neonatal	Autosomal dominant	600509	606176	11	NA
USH1C|DFNB18A	USH1C|NA	USH1C	Usher syndrome, type 1C	Autosomal recessive	605242	276904	11	Acadian and Samaritan variety
USH1C|DFNB18A	USH1C|NA	USH1C	Deafness, autosomal recessive 18A	Autosomal recessive	605242	602092	11	Acadian and Samaritan variety
OTOG|OTGN|DFNB18B	OTOG|OTOG|NA	OTOG	Deafness, autosomal recessive 18B	Autosomal recessive	604487	614945	11	NA
KCNC1|EPM7	KCNC1|NA	KCNC1	Epilepsy, progressive myoclonic 7	Autosomal dominant	176258	616187	11	NA
HPS5|RU2|KIAA1017	HPS5|DCDC2,KAAG1|NA	HPS5,KAAG1,DCDC2	Hermansky-Pudlak syndrome 5	None	607521	614074	11	NA
LDHA|LDH1|GSD11	LDHA|NA|NA	LDHA	Glycogen storage disease XI	Autosomal recessive	150000	612933	11	NA
TSG101	TSG101	TSG101	Breast cancer, somatic	None	601387	114480	11	NA
CSRP3|CRP3|CLP|CMD1M|CMH12	CSRP3|CEBPD|CALML3,COTL1,CSRP3|CSRP3|NA	CALML3,CSRP3,COTL1,CEBPD	Cardiomyopathy, hypertrophic, 12	Autosomal dominant	600824	612124	11	mutation identified in 1 CMD1M family
CSRP3|CRP3|CLP|CMD1M|CMH12	CSRP3|CEBPD|CALML3,COTL1,CSRP3|CSRP3|NA	CALML3,CSRP3,COTL1,CEBPD	?Cardiomyopathy, dilated, 1M	None	600824	607482	11	mutation identified in 1 CMD1M family
SLC6A5|GLYT2|HKPX3	SLC6A2,SLC6A5|SLC6A5,GGTA1P|NA	SLC6A2,GGTA1P,SLC6A5	Hyperekplexia 3	Autosomal dominant; Autosomal recessive	604159	614618	11	NA
TST1	CCDC6	CCDC6	Tuberculin skin test reactivity, absence of	None	613636	613636	11	at chr11:26.37M
ANO5|TMEM16E|GDD1|LGMD2L	ANO5|ANO5|ANO5|ANO5	ANO5	Muscular dystrophy, limb-girdle, type 2L	Autosomal recessive	608662	611307	11	NA
ANO5|TMEM16E|GDD1|LGMD2L	ANO5|ANO5|ANO5|ANO5	ANO5	Miyoshi muscular dystrophy 3	Autosomal recessive	608662	613319	11	NA
ANO5|TMEM16E|GDD1|LGMD2L	ANO5|ANO5|ANO5|ANO5	ANO5	Gnathodiaphyseal dysplasia	Autosomal dominant	608662	166260	11	NA
FANCF	FANCF	FANCF	Fanconi anemia, complementation group F	None	613897	603467	11	NA
ANO3|TMEM16C|C11orf25|DYT24	ANO3|ANO3|ANO3|NA	ANO3	Dystonia 24	Autosomal dominant	610110	615034	11	NA
DFNA59	DFNA59	DFNA59	Deafness, autosomal dominant 59	Autosomal dominant	612642	612642	11	between D22S929 and D11S480
SPG41	SPG41	SPG41	?Spastic paraplegia 41, autosomal dominant	Autosomal dominant	613364	613364	11	max lod 2.36; between D11S1324 and D11S1993
LGR4|GPR48|BNMD17	LGR4|LGR4|NA	LGR4	Bone mineral density, low, susceptibility to	None	606666	615311	11	previously mapped to 5q34-q35.1
BDNF|BULN2|ANON2	BDNF|NA|NA	BDNF	Obsessive-compulsive disorder, protection against	Autosomal dominant	113505	164230	11	homeology with NRF3 on 12p; at p14 boundary
BDNF|BULN2|ANON2	BDNF|NA|NA	BDNF	Memory impairment, susceptibility to	None	113505	NA	11	homeology with NRF3 on 12p; at p14 boundary
BDNF|BULN2|ANON2	BDNF|NA|NA	BDNF	Bulimia nervosa, age of onset of weight loss in	Multifactorial	113505	607499	11	homeology with NRF3 on 12p; at p14 boundary
BDNF|BULN2|ANON2	BDNF|NA|NA	BDNF	Anorexia nervosa, susceptibility to	None	113505	610269	11	homeology with NRF3 on 12p; at p14 boundary
BDNF|BULN2|ANON2	BDNF|NA|NA	BDNF	Central hypoventilation syndrome, congenital	Autosomal dominant	113505	209880	11	homeology with NRF3 on 12p; at p14 boundary
FSHB|HH24	FSHB|NA	FSHB	Hypogonadotropic hypogonadism 24 without anosmia	Autosomal recessive	136530	229070	11	distal to AN2
CANDF3|CANDN1|FCNC	CANDN1|CANDN1|CANDN1	CANDN1	Candidiasis, familial, 3	Autosomal dominant	607644	607644	11	between D11S1312 and D11S4191
DEL11p13|C11DELp13|WAGR	NA|NA|PAX6,WT1	WT1,PAX6	Wilms tumor, aniridia, genitourinary anomalies and mental retardation syndrome	Somatic mutation; Autosomal dominant	194072	194072	11	deletion of WT1 and PAX6 genes
DFNB51	DFNB51	DFNB51	Deafness, autosomal recessive 51	Autosomal recessive	609941	609941	11	max lod at D11S4102
EVR3	EVR3	EVR3	Exudative vitreoretinopathy 3	Autosomal dominant	605750	605750	11	NA
MRT23	MRT23	MRT23	Mental retardation, autosomal recessive 23	None	614344	614344	11	between rs604518 and rs10899421
MYP7	MYP7	MYP7	Myopia 7	Multifactorial	609256	609256	11	NA
ELP4|PAX6NEB|AN	ELP4|NA|CCDC102B,DIAPH3,PAX6	PAX6,ELP4,CCDC102B,DIAPH3	?Aniridia	Autosomal dominant	606985	106210	11	mutation identified in 1 AN patients
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	Keratitis	Autosomal dominant	607108	148190	11	mutation identified in 1 MGDA patient
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	Aniridia	Autosomal dominant	607108	106210	11	mutation identified in 1 MGDA patient
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	Gillespie syndrome	Autosomal recessive	607108	206700	11	mutation identified in 1 MGDA patient
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	?Morning glory disc anomaly	Autosomal dominant	607108	120430	11	mutation identified in 1 MGDA patient
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	Foveal hypoplasia 1	Autosomal dominant	607108	136520	11	mutation identified in 1 MGDA patient
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	Coloboma, ocular	Autosomal dominant	607108	120200	11	mutation identified in 1 MGDA patient
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	Peters anomaly	None	607108	604229	11	mutation identified in 1 MGDA patient
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	Coloboma of optic nerve	Autosomal dominant	607108	120430	11	mutation identified in 1 MGDA patient
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	Optic nerve hypoplasia	Autosomal dominant	607108	165550	11	mutation identified in 1 MGDA patient
PAX6|AN2|MGDA|FVH1	PAX6|PAX6|NA|NA	PAX6	Cataract with late-onset corneal dystrophy	Autosomal dominant	607108	106210	11	mutation identified in 1 MGDA patient
WT1|NPHS4	WT1|NA	WT1	Meacham syndrome	None	607102	608978	11	clumped: pter-FSHB-AN2-WT1-CAT
WT1|NPHS4	WT1|NA	WT1	Frasier syndrome	Somatic mutation; Autosomal dominant	607102	136680	11	clumped: pter-FSHB-AN2-WT1-CAT
WT1|NPHS4	WT1|NA	WT1	Denys-Drash syndrome	Somatic mutation; Autosomal dominant	607102	194080	11	clumped: pter-FSHB-AN2-WT1-CAT
WT1|NPHS4	WT1|NA	WT1	Wilms tumor, type 1	Somatic mutation; Autosomal dominant	607102	194070	11	clumped: pter-FSHB-AN2-WT1-CAT
WT1|NPHS4	WT1|NA	WT1	Nephrotic syndrome, type 4	Autosomal recessive	607102	256370	11	clumped: pter-FSHB-AN2-WT1-CAT
WT1|NPHS4	WT1|NA	WT1	Mesothelioma, somatic	None	607102	156240	11	clumped: pter-FSHB-AN2-WT1-CAT
CD59|MIC11	CD59|CD59	CD59	Hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy	Autosomal recessive	107271	612300	11	in mouse Ly-6 = multigene complex
LMO2|RBTNL1|RHOM2|TTG2	LMO2|LMO2|LMO2|LMO2	LMO2	Leukemia, acute T-cell	None	180385	180385	11	3rd rhombotin gene not on 11
CAT	CAT	CAT	Acatalasemia	None	115500	614097	11	cen-CAT-WT1-AN2-pter
PDX1	PDHX,PDX1	PDHX,PDX1	Lacticacidemia due to PDX1 deficiency	Autosomal recessive	608769	245349	11	NA
CD44|MDU2|MDU3|MIC4|IN	CD44|CD44|CD44|CD44|CD44	CD44	Blood group, Indian system	None	107269	609027	11	NA
RAG1	RAG1	RAG1	Combined cellular and humoral immune defects with granulomas	Autosomal recessive	179615	233650	11	assignment to 14 in error
RAG1	RAG1	RAG1	Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity	None	179615	609889	11	assignment to 14 in error
